token	corpus size	all contexts size	frequency	co-frequency	specificity
云量	60123	22785	9	9	3.79
月度	60123	22785	9	9	3.79
高空	60123	22785	12	11	3.76
电信	60123	22785	12	11	3.76
般	60123	22785	37	25	3.75
结构	60123	22785	39	26	3.74
主要	60123	22785	41	27	3.73
联通云	60123	22785	24	18	3.70
常	60123	22785	17	14	3.69
探测	60123	22785	17	14	3.69
像	60123	22785	116	62	3.63
将	60123	22785	171	86	3.57
服务器	60123	22785	32	22	3.53
古人	60123	22785	14	12	3.51
数字化	60123	22785	14	12	3.51
分析	60123	22785	36	24	3.50
中	60123	22785	374	171	3.46
特征	60123	22785	23	17	3.40
洁白	60123	22785	11	10	3.38
为什	60123	22785	11	10	3.38
规范	60123	22785	11	10	3.38
或是	60123	22785	8	8	3.37
霍华德	60123	22785	8	8	3.37
杨舒楠	60123	22785	8	8	3.37
散文	60123	22785	16	13	3.35
介绍	60123	22785	16	13	3.35
轻松	60123	22785	16	13	3.35
浮云	60123	22785	64	37	3.25
白云	60123	22785	46	28	3.07
观测	60123	22785	61	35	3.04
源	60123	22785	38	24	3.03
这种	60123	22785	59	34	3.02
自由	60123	22785	15	12	3.02
场景	60123	22785	36	23	3.02
华为	60123	22785	10	9	3.00
预算	60123	22785	10	9	3.00
降雨	60123	22785	7	7	2.95
卷积云	60123	22785	7	7	2.95
卢克	60123	22785	7	7	2.95
云状	60123	22785	7	7	2.95
祈求	60123	22785	7	7	2.95
神明	60123	22785	7	7	2.95
赐福	60123	22785	7	7	2.95
迎接	60123	22785	7	7	2.95
基本	60123	22785	17	13	2.93
变化	60123	22785	47	28	2.89
觉得	60123	22785	19	14	2.87
可能	60123	22785	60	34	2.86
能够	60123	22785	43	26	2.85
方案	60123	22785	41	25	2.83
如今	60123	22785	12	10	2.81
棉花	60123	22785	12	10	2.81
太阳	60123	22785	12	10	2.81
一样	60123	22785	31	20	2.78
智能	60123	22785	29	19	2.77
呢	60123	22785	16	12	2.62
免费	60123	22785	16	12	2.62
产业	60123	22785	16	12	2.62
消散	60123	22785	9	8	2.62
位于	60123	22785	9	8	2.62
垂直	60123	22785	9	8	2.62
云高	60123	22785	9	8	2.62
效益	60123	22785	9	8	2.62
访问	60123	22785	36	22	2.59
采用	60123	22785	18	13	2.58
各种	60123	22785	34	21	2.57
设施	60123	22785	34	21	2.57
用户	60123	22785	60	33	2.55
速度	60123	22785	26	17	2.53
诗词	60123	22785	24	16	2.53
现象	60123	22785	24	16	2.53
仰望	60123	22785	6	6	2.53
清楚	60123	22785	6	6	2.53
卷层云	60123	22785	6	6	2.53
高积云	60123	22785	6	6	2.53
积雨云	60123	22785	6	6	2.53
字体	60123	22785	6	6	2.53
供应商	60123	22785	6	6	2.53
季度	60123	22785	6	6	2.53
生活	60123	22785	76	40	2.51
解决	60123	22785	43	25	2.48
会	60123	22785	156	74	2.47
看见	60123	22785	11	9	2.47
类型	60123	22785	11	9	2.47
场景云	60123	22785	11	9	2.47
中文社	60123	22785	11	9	2.47
企业	60123	22785	142	68	2.45
以及	60123	22785	70	37	2.42
永远	60123	22785	13	10	2.38
数据库	60123	22785	13	10	2.38
反映	60123	22785	15	11	2.33
远程	60123	22785	15	11	2.33
下	60123	22785	168	78	2.31
米	60123	22785	17	12	2.30
人工	60123	22785	17	12	2.30
处理	60123	22785	25	16	2.29
对于	60123	22785	42	24	2.29
指	60123	22785	23	15	2.29
团	60123	22785	8	7	2.25
即便	60123	22785	8	7	2.25
蓝天	60123	22785	8	7	2.25
预示	60123	22785	8	7	2.25
通过	60123	22785	109	53	2.24
它们	60123	22785	47	26	2.20
如何	60123	22785	34	20	2.18
成本	60123	22785	70	36	2.17
影响	60123	22785	52	28	2.14
边缘	60123	22785	10	8	2.13
处于	60123	22785	10	8	2.13
详细	60123	22785	10	8	2.13
提到	60123	22785	10	8	2.13
打造	60123	22785	10	8	2.13
存在	60123	22785	30	18	2.13
也	60123	22785	336	144	2.11
祝愿	60123	22785	5	5	2.11
雾气	60123	22785	5	5	2.11
晴天	60123	22785	5	5	2.11
较为	60123	22785	5	5	2.11
层状云	60123	22785	5	5	2.11
状	60123	22785	5	5	2.11
鱼鳞	60123	22785	5	5	2.11
外观	60123	22785	5	5	2.11
飞天	60123	22785	5	5	2.11
气流	60123	22785	5	5	2.11
密布	60123	22785	5	5	2.11
句子	60123	22785	5	5	2.11
云物理学	60123	22785	5	5	2.11
云底	60123	22785	5	5	2.11
功能性	60123	22785	5	5	2.11
便利	60123	22785	5	5	2.11
文人	60123	22785	5	5	2.11
哲学	60123	22785	5	5	2.11
志向	60123	22785	5	5	2.11
巫山	60123	22785	5	5	2.11
参透短	60123	22785	5	5	2.11
长理	60123	22785	5	5	2.11
但	60123	22785	118	56	2.11
能	60123	22785	162	74	2.09
相同	60123	22785	12	9	2.07
通常	60123	22785	12	9	2.07
描写	60123	22785	12	9	2.07
云监工	60123	22785	12	9	2.07
财务	60123	22785	12	9	2.07
支持	60123	22785	71	36	2.07
几	60123	22785	37	21	2.05
怎	60123	22785	22	14	2.05
设备	60123	22785	22	14	2.05
版	60123	22785	14	10	2.04
苍山	60123	22785	14	10	2.04
看云	60123	22785	14	10	2.04
雨	60123	22785	69	35	2.03
架构	60123	22785	16	11	2.03
上升	60123	22785	18	12	2.03
系统	60123	22785	42	23	1.97
很	60123	22785	65	33	1.97
需求	60123	22785	84	41	1.96
让	60123	22785	89	43	1.94
满足	60123	22785	29	17	1.93
开发	60123	22785	29	17	1.93
想	60123	22785	47	25	1.92
客户	60123	22785	47	25	1.92
选择	60123	22785	27	16	1.90
从	60123	22785	198	87	1.90
向往	60123	22785	7	6	1.89
呈	60123	22785	7	6	1.89
常常	60123	22785	7	6	1.89
纷纷	60123	22785	7	6	1.89
涌	60123	22785	7	6	1.89
自然界	60123	22785	7	6	1.89
公有云	60123	22785	7	6	1.89
新华网	60123	22785	7	6	1.89
医保	60123	22785	7	6	1.89
处	60123	22785	25	15	1.88
大气	60123	22785	25	15	1.88
最	60123	22785	90	43	1.87
用	60123	22785	90	43	1.87
不	60123	22785	691	278	1.86
这些	60123	22785	83	40	1.85
喜欢	60123	22785	21	13	1.82
按	60123	22785	21	13	1.82
特性	60123	22785	9	7	1.81
成为	60123	22785	55	28	1.80
比较	60123	22785	19	12	1.80
社区	60123	22785	19	12	1.80
说	60123	22785	113	52	1.80
比如	60123	22785	17	11	1.78
所有	60123	22785	39	21	1.78
手机	60123	22785	39	21	1.78
相	60123	22785	30	17	1.78
远	60123	22785	11	8	1.77
分为	60123	22785	11	8	1.77
灵活性	60123	22785	11	8	1.77
有着	60123	22785	15	10	1.77
些	60123	22785	15	10	1.77
块	60123	22785	13	9	1.77
总是	60123	22785	13	9	1.77
空中	60123	22785	13	9	1.77
低	60123	22785	37	20	1.74
方法	60123	22785	28	16	1.74
传统	60123	22785	35	19	1.71
凝望	60123	22785	4	4	1.69
维度	60123	22785	4	4	1.69
棉花糖	60123	22785	4	4	1.69
吝啬	60123	22785	4	4	1.69
每次	60123	22785	4	4	1.69
久违	60123	22785	4	4	1.69
见面	60123	22785	4	4	1.69
入门	60123	22785	4	4	1.69
流层	60123	22785	4	4	1.69
云体	60123	22785	4	4	1.69
亚种	60123	22785	4	4	1.69
名利	60123	22785	4	4	1.69
云族	60123	22785	4	4	1.69
可是	60123	22785	4	4	1.69
性情	60123	22785	4	4	1.69
色	60123	22785	4	4	1.69
上方	60123	22785	4	4	1.69
见证	60123	22785	4	4	1.69
酝酿	60123	22785	4	4	1.69
扩散	60123	22785	4	4	1.69
909划线	60123	22785	4	4	1.69
集体	60123	22785	4	4	1.69
顶部	60123	22785	4	4	1.69
预报员	60123	22785	4	4	1.69
积状云	60123	22785	4	4	1.69
测天	60123	22785	4	4	1.69
激光	60123	22785	4	4	1.69
专有云	60123	22785	4	4	1.69
锁定	60123	22785	4	4	1.69
输送	60123	22785	4	4	1.69
竞争	60123	22785	4	4	1.69
天翼云游戏	60123	22785	4	4	1.69
从天而降	60123	22785	4	4	1.69
指代	60123	22785	4	4	1.69
宗教	60123	22785	4	4	1.69
云气	60123	22785	4	4	1.69
兮	60123	22785	4	4	1.69
隐士	60123	22785	4	4	1.69
如	60123	22785	115	52	1.68
结合	60123	22785	24	14	1.68
平台	60123	22785	66	32	1.67
关注	60123	22785	40	21	1.66
算力	60123	22785	31	17	1.64
方式	60123	22785	74	35	1.62
否	60123	22785	29	16	1.60
人们	60123	22785	72	34	1.59
有关	60123	22785	18	11	1.58
医疗	60123	22785	18	11	1.58
值	60123	22785	18	11	1.58
一定	60123	22785	27	15	1.56
过程	60123	22785	53	26	1.55
时	60123	22785	156	67	1.55
朋友	60123	22785	16	10	1.55
工具	60123	22785	16	10	1.55
颜色	60123	22785	16	10	1.55
之一	60123	22785	16	10	1.55
观察	60123	22785	16	10	1.55
定	60123	22785	16	10	1.55
9月	60123	22785	6	5	1.54
群	60123	22785	6	5	1.54
绽放	60123	22785	6	5	1.54
吸	60123	22785	6	5	1.54
相通	60123	22785	6	5	1.54
雷声	60123	22785	6	5	1.54
蓝	60123	22785	6	5	1.54
怕	60123	22785	6	5	1.54
白色	60123	22785	6	5	1.54
有什	60123	22785	6	5	1.54
规律	60123	22785	6	5	1.54
对流	60123	22785	6	5	1.54
虚拟化	60123	22785	6	5	1.54
相比之下	60123	22785	6	5	1.54
正文	60123	22785	6	5	1.54
顺网	60123	22785	6	5	1.54
控	60123	22785	6	5	1.54
事项	60123	22785	6	5	1.54
接	60123	22785	25	14	1.53
似乎	60123	22785	25	14	1.53
象征	60123	22785	14	9	1.53
第三	60123	22785	14	9	1.53
策略	60123	22785	14	9	1.53
带	60123	22785	83	38	1.52
对	60123	22785	220	91	1.50
喜爱	60123	22785	12	8	1.50
飘	60123	22785	12	8	1.50
生	60123	22785	12	8	1.50
收入	60123	22785	12	8	1.50
期待	60123	22785	8	6	1.50
跟	60123	22785	8	6	1.50
经常	60123	22785	8	6	1.50
事物	60123	22785	8	6	1.50
大概	60123	22785	8	6	1.50
神秘	60123	22785	8	6	1.50
对象	60123	22785	8	6	1.50
蘑菇云	60123	22785	8	6	1.50
里云	60123	22785	8	6	1.50
同比	60123	22785	8	6	1.50
自动	60123	22785	10	7	1.49
现代	60123	22785	10	7	1.49
干扰	60123	22785	10	7	1.49
当然	60123	22785	10	7	1.49
常见	60123	22785	10	7	1.49
宏观	60123	22785	10	7	1.49
可靠	60123	22785	10	7	1.49
开发者	60123	22785	10	7	1.49
层	60123	22785	23	13	1.49
资源	60123	22785	69	32	1.47
由	60123	22785	42	21	1.46
改变	60123	22785	21	12	1.45
表达	60123	22785	21	12	1.45
产品	60123	22785	52	25	1.44
作者	60123	22785	28	15	1.44
来	60123	22785	484	185	1.43
简单	60123	22785	19	11	1.41
气象局	60123	22785	19	11	1.41
快速	60123	22785	19	11	1.41
因为	60123	22785	33	17	1.41
即	60123	22785	33	17	1.41
进行	60123	22785	70	32	1.41
运营	60123	22785	26	14	1.40
每	60123	22785	38	19	1.39
上	60123	22785	319	125	1.39
里	60123	22785	138	58	1.38
样	60123	22785	17	10	1.37
中心	60123	22785	58	27	1.37
持续	60123	22785	31	16	1.37
软件	60123	22785	31	16	1.37
发展	60123	22785	157	65	1.37
地方	60123	22785	24	13	1.36
关键	60123	22785	24	13	1.36
领域	60123	22785	24	13	1.36
帮助	60123	22785	24	13	1.36
自然	60123	22785	36	18	1.35
增长	60123	22785	36	18	1.35
未	60123	22785	66	30	1.35
需要	60123	22785	56	26	1.34
体验	60123	22785	46	22	1.34
含	60123	22785	15	9	1.33
大地	60123	22785	15	9	1.33
送	60123	22785	15	9	1.33
广泛	60123	22785	15	9	1.33
各	60123	22785	29	15	1.33
其	60123	22785	95	41	1.32
优势	60123	22785	22	12	1.32
部署	60123	22785	39	19	1.31
到	60123	22785	261	100	1.30
大学	60123	22785	13	8	1.30
只是	60123	22785	13	8	1.30
特点	60123	22785	13	8	1.30
背后	60123	22785	13	8	1.30
以下	60123	22785	13	8	1.30
天翼云	60123	22785	13	8	1.30
整个	60123	22785	20	11	1.27
同样	60123	22785	20	11	1.27
连	60123	22785	47	22	1.27
长空	60123	22785	3	3	1.26
托举	60123	22785	3	3	1.26
痴痴地	60123	22785	3	3	1.26
忘	60123	22785	3	3	1.26
眺望	60123	22785	3	3	1.26
语	60123	22785	3	3	1.26
小伙伴	60123	22785	3	3	1.26
调皮	60123	22785	3	3	1.26
恋人	60123	22785	3	3	1.26
遇	60123	22785	3	3	1.26
盛夏	60123	22785	3	3	1.26
泛	60123	22785	3	3	1.26
自在	60123	22785	3	3	1.26
孤独	60123	22785	3	3	1.26
思念	60123	22785	3	3	1.26
万里无云	60123	22785	3	3	1.26
使者	60123	22785	3	3	1.26
阴天	60123	22785	3	3	1.26
轰鸣	60123	22785	3	3	1.26
升腾	60123	22785	3	3	1.26
记住	60123	22785	3	3	1.26
搞	60123	22785	3	3	1.26
宽	60123	22785	3	3	1.26
高层云	60123	22785	3	3	1.26
毯子	60123	22785	3	3	1.26
厚	60123	22785	3	3	1.26
变化多端	60123	22785	3	3	1.26
层积云	60123	22785	3	3	1.26
种类	60123	22785	3	3	1.26
阵晨	60123	22785	3	3	1.26
飘动	60123	22785	3	3	1.26
奇特	60123	22785	3	3	1.26
模样	60123	22785	3	3	1.26
傍晚	60123	22785	3	3	1.26
悬	60123	22785	3	3	1.26
打算	60123	22785	3	3	1.26
神话	60123	22785	3	3	1.26
浓积云	60123	22785	3	3	1.26
头顶	60123	22785	3	3	1.26
对云	60123	22785	3	3	1.26
一朵云	60123	22785	3	3	1.26
谚语	60123	22785	3	3	1.26
淋	60123	22785	3	3	1.26
讲座	60123	22785	3	3	1.26
积	60123	22785	3	3	1.26
契合	60123	22785	3	3	1.26
时长	60123	22785	3	3	1.26
小节	60123	22785	3	3	1.26
康斯太勃尔	60123	22785	3	3	1.26
根据云	60123	22785	3	3	1.26
山云	60123	22785	3	3	1.26
草莽	60123	22785	3	3	1.26
旱云	60123	22785	3	3	1.26
研究云	60123	22785	3	3	1.26
事儿	60123	22785	3	3	1.26
熊	60123	22785	3	3	1.26
博物馆	60123	22785	3	3	1.26
中间	60123	22785	3	3	1.26
划线	60123	22785	3	3	1.26
动力学	60123	22785	3	3	1.26
云雨	60123	22785	3	3	1.26
厚度	60123	22785	3	3	1.26
μm	60123	22785	3	3	1.26
中小尺度	60123	22785	3	3	1.26
气旋	60123	22785	3	3	1.26
初始	60123	22785	3	3	1.26
转向	60123	22785	3	3	1.26
播撒	60123	22785	3	3	1.26
面积	60123	22785	3	3	1.26
普通人	60123	22785	3	3	1.26
遇到	60123	22785	3	3	1.26
2014年	60123	22785	3	3	1.26
距	60123	22785	3	3	1.26
识天	60123	22785	3	3	1.26
目测	60123	22785	3	3	1.26
障碍	60123	22785	3	3	1.26
高积	60123	22785	3	3	1.26
雏形	60123	22785	3	3	1.26
领先	60123	22785	3	3	1.26
定义	60123	22785	3	3	1.26
可靠性	60123	22785	3	3	1.26
多云	60123	22785	3	3	1.26
适应	60123	22785	3	3	1.26
案例	60123	22785	3	3	1.26
用例	60123	22785	3	3	1.26
塑造	60123	22785	3	3	1.26
便利性	60123	22785	3	3	1.26
看病	60123	22785	3	3	1.26
渗透	60123	22785	3	3	1.26
盒子	60123	22785	3	3	1.26
就地	60123	22785	3	3	1.26
七大	60123	22785	3	3	1.26
可信	60123	22785	3	3	1.26
云网	60123	22785	3	3	1.26
几何	60123	22785	3	3	1.26
看头	60123	22785	3	3	1.26
足不出户	60123	22785	3	3	1.26
交互	60123	22785	3	3	1.26
付	60123	22785	3	3	1.26
经济效益	60123	22785	3	3	1.26
山川	60123	22785	3	3	1.26
浮	60123	22785	3	3	1.26
游子	60123	22785	3	3	1.26
语境	60123	22785	3	3	1.26
彩云	60123	22785	3	3	1.26
鬓发	60123	22785	3	3	1.26
金步摇	60123	22785	3	3	1.26
大	60123	22785	200	78	1.26
于是	60123	22785	11	7	1.26
许	60123	22785	11	7	1.26
随	60123	22785	11	7	1.26
体现	60123	22785	11	7	1.26
达到	60123	22785	11	7	1.26
沈从文	60123	22785	11	7	1.26
矛盾	60123	22785	11	7	1.26
人工智能	60123	22785	11	7	1.26
包括	60123	22785	55	25	1.25
地面	60123	22785	25	13	1.24
能力	60123	22785	50	23	1.24
时候	60123	22785	30	15	1.23
泰国	60123	22785	30	15	1.23
网络	60123	22785	106	44	1.23
各地	60123	22785	18	10	1.23
英国	60123	22785	9	6	1.22
传输	60123	22785	9	6	1.22
运动	60123	22785	9	6	1.22
演变	60123	22785	9	6	1.22
众多	60123	22785	9	6	1.22
只	60123	22785	74	32	1.22
需	60123	22785	43	20	1.20
其他	60123	22785	23	12	1.20
躺	60123	22785	7	5	1.20
承载	60123	22785	7	5	1.20
蓬松	60123	22785	7	5	1.20
抬	60123	22785	7	5	1.20
形容	60123	22785	7	5	1.20
尝试	60123	22785	7	5	1.20
冰雹	60123	22785	7	5	1.20
因子	60123	22785	7	5	1.20
概念	60123	22785	7	5	1.20
观测员	60123	22785	7	5	1.20
负责	60123	22785	7	5	1.20
生成	60123	22785	7	5	1.20
利用	60123	22785	7	5	1.20
核弹	60123	22785	7	5	1.20
可用性	60123	22785	7	5	1.20
实施	60123	22785	7	5	1.20
应对	60123	22785	7	5	1.20
职业	60123	22785	7	5	1.20
视	60123	22785	7	5	1.20
方面	60123	22785	38	18	1.20
作为	60123	22785	38	18	1.20
倒影	60123	22785	5	4	1.19
糖	60123	22785	5	4	1.19
微风	60123	22785	5	4	1.19
眼里	60123	22785	5	4	1.19
日子	60123	22785	5	4	1.19
薄	60123	22785	5	4	1.19
罕见	60123	22785	5	4	1.19
爱好者	60123	22785	5	4	1.19
飞机	60123	22785	5	4	1.19
用于	60123	22785	5	4	1.19
味道	60123	22785	5	4	1.19
下午	60123	22785	5	4	1.19
见解	60123	22785	5	4	1.19
在线	60123	22785	5	4	1.19
文	60123	22785	5	4	1.19
转化	60123	22785	5	4	1.19
卫星	60123	22785	5	4	1.19
云图	60123	22785	5	4	1.19
小型	60123	22785	5	4	1.19
框架	60123	22785	5	4	1.19
伸缩性	60123	22785	5	4	1.19
检查	60123	22785	5	4	1.19
终端	60123	22785	5	4	1.19
价值	60123	22785	5	4	1.19
打通	60123	22785	5	4	1.19
维持	60123	22785	5	4	1.19
资费	60123	22785	5	4	1.19
动能	60123	22785	5	4	1.19
论证	60123	22785	5	4	1.19
古文	60123	22785	5	4	1.19
李白	60123	22785	5	4	1.19
山水	60123	22785	5	4	1.19
芙蓉	60123	22785	5	4	1.19
研究	60123	22785	33	16	1.19
世界	60123	22785	108	44	1.19
有些	60123	22785	16	9	1.18
趋势	60123	22785	16	9	1.18
给	60123	22785	89	37	1.18
一起	60123	22785	21	11	1.16
安全	60123	22785	68	29	1.15
小	60123	22785	74	31	1.14
物	60123	22785	14	8	1.13
加快	60123	22785	14	8	1.13
之间	60123	22785	39	18	1.13
旅游	60123	22785	42	19	1.11
点	60123	22785	29	14	1.11
则	60123	22785	61	26	1.11
似	60123	22785	19	10	1.11
计算机	60123	22785	19	10	1.11
维护	60123	22785	19	10	1.11
过	60123	22785	102	40	1.11
句	60123	22785	24	12	1.11
进步	60123	22785	12	7	1.09
大模型	60123	22785	12	7	1.09
提高	60123	22785	32	15	1.09
仿佛	60123	22785	27	13	1.07
此外	60123	22785	27	13	1.07
根据	60123	22785	22	11	1.06
产生	60123	22785	22	11	1.06
现在	60123	22785	17	9	1.06
花	60123	22785	17	9	1.06
空间	60123	22785	17	9	1.06
共享	60123	22785	17	9	1.06
仅	60123	22785	60	25	1.06
活动	60123	22785	30	14	1.05
招聘	60123	22785	61	25	1.04
乡	60123	22785	10	6	1.03
藏	60123	22785	10	6	1.03
先	60123	22785	10	6	1.03
长期	60123	22785	10	6	1.03
控制	60123	22785	10	6	1.03
其它	60123	22785	10	6	1.03
实时	60123	22785	10	6	1.03
多种	60123	22785	10	6	1.03
充分	60123	22785	10	6	1.03
落地	60123	22785	10	6	1.03
改善	60123	22785	10	6	1.03
新年	60123	22785	10	6	1.03
市场	60123	22785	68	27	1.03
天	60123	22785	53	22	1.02
工作	60123	22785	69	27	1.02
稳定	60123	22785	20	10	1.02
那些	60123	22785	15	8	1.01
冰晶	60123	22785	15	8	1.01
投入	60123	22785	15	8	1.01
变	60123	22785	28	13	1.01
行业	60123	22785	54	22	1.00
全球	60123	22785	51	21	1.00
社会	60123	22785	51	21	1.00
成	60123	22785	62	24	0.99
科普	60123	22785	23	11	0.99
虽	60123	22785	23	11	0.99
功能	60123	22785	23	11	0.99
风	60123	22785	34	15	0.98
距离	60123	22785	8	5	0.98
地上	60123	22785	8	5	0.98
识别	60123	22785	8	5	0.98
原理	60123	22785	8	5	0.98
冷却	60123	22785	8	5	0.98
今天	60123	22785	8	5	0.98
那样	60123	22785	8	5	0.98
组合	60123	22785	8	5	0.98
借助	60123	22785	8	5	0.98
中心的	60123	22785	8	5	0.98
日常	60123	22785	8	5	0.98
培训	60123	22785	8	5	0.98
算	60123	22785	8	5	0.98
态度	60123	22785	8	5	0.98
评估	60123	22785	8	5	0.98
无	60123	22785	52	21	0.98
发布	60123	22785	40	17	0.97
水	60123	22785	40	17	0.97
时间	60123	22785	56	22	0.97
玩	60123	22785	26	12	0.97
游客	60123	22785	18	9	0.97
教育	60123	22785	29	13	0.96
找到	60123	22785	13	7	0.96
爱情	60123	22785	13	7	0.96
流动	60123	22785	13	7	0.96
配置	60123	22785	13	7	0.96
机构	60123	22785	13	7	0.96
公开	60123	22785	13	7	0.96
卧佛寺	60123	22785	13	7	0.96
还是	60123	22785	44	18	0.95
重要	60123	22785	53	20	0.95
环境	60123	22785	41	17	0.95
价	60123	22785	48	19	0.94
诗	60123	22785	21	10	0.94
情况	60123	22785	21	10	0.94
问题	60123	22785	51	19	0.94
雪	60123	22785	50	19	0.94
再	60123	22785	49	18	0.94
线	60123	22785	48	18	0.93
得到	60123	22785	24	11	0.93
穷	60123	22785	6	4	0.92
有人	60123	22785	6	4	0.92
07月	60123	22785	6	4	0.92
上去	60123	22785	6	4	0.92
分别	60123	22785	6	4	0.92
热烈	60123	22785	6	4	0.92
雨滴	60123	22785	6	4	0.92
聚集	60123	22785	6	4	0.92
心情	60123	22785	6	4	0.92
最初	60123	22785	6	4	0.92
缓慢	60123	22785	6	4	0.92
之外	60123	22785	6	4	0.92
预报	60123	22785	6	4	0.92
毕竟	60123	22785	6	4	0.92
套	60123	22785	6	4	0.92
早期	60123	22785	6	4	0.92
气体	60123	22785	6	4	0.92
地形	60123	22785	6	4	0.92
用量	60123	22785	6	4	0.92
不断	60123	22785	6	4	0.92
调度	60123	22785	6	4	0.92
混合云	60123	22785	6	4	0.92
邮件	60123	22785	6	4	0.92
征求	60123	22785	6	4	0.92
密码	60123	22785	6	4	0.92
转型	60123	22785	6	4	0.92
一方面	60123	22785	6	4	0.92
云吸猫	60123	22785	6	4	0.92
爽	60123	22785	6	4	0.92
峰值	60123	22785	6	4	0.92
已	60123	22785	46	17	0.92
内容	60123	22785	46	17	0.92
例如	60123	22785	27	12	0.92
业务	60123	22785	43	17	0.92
知道	60123	22785	16	8	0.92
外	60123	22785	16	8	0.92
现实	60123	22785	16	8	0.92
或者	60123	22785	16	8	0.92
文学	60123	22785	16	8	0.92
移动	60123	22785	16	8	0.92
云雾	60123	22785	16	8	0.92
电视	60123	22785	16	8	0.92
尽管	60123	22785	16	8	0.92
看到	60123	22785	43	16	0.90
心中	60123	22785	11	6	0.90
画	60123	22785	11	6	0.90
十分	60123	22785	11	6	0.90
结果	60123	22785	11	6	0.90
观看	60123	22785	11	6	0.90
拥有	60123	22785	11	6	0.90
电脑	60123	22785	11	6	0.90
创新	60123	22785	41	15	0.90
丰富	60123	22785	19	9	0.90
虽然	60123	22785	19	9	0.90
整体	60123	22785	19	9	0.90
协作	60123	22785	19	9	0.90
由于	60123	22785	34	14	0.89
媒介	60123	22785	38	15	0.89
程度	60123	22785	22	10	0.89
互联网	60123	22785	22	10	0.89
目前	60123	22785	25	11	0.88
小时候	60123	22785	4	3	0.87
感情	60123	22785	4	3	0.87
悬浮	60123	22785	4	3	0.87
别处	60123	22785	4	3	0.87
互	60123	22785	4	3	0.87
刚才	60123	22785	4	3	0.87
成团	60123	22785	4	3	0.87
安心	60123	22785	4	3	0.87
彼岸	60123	22785	4	3	0.87
四方	60123	22785	4	3	0.87
冬天	60123	22785	4	3	0.87
加	60123	22785	4	3	0.87
戴	60123	22785	4	3	0.87
后人	60123	22785	4	3	0.87
景象	60123	22785	4	3	0.87
划	60123	22785	4	3	0.87
成熟	60123	22785	4	3	0.87
观众	60123	22785	4	3	0.87
增值	60123	22785	4	3	0.87
里面	60123	22785	4	3	0.87
感叹	60123	22785	4	3	0.87
一面	60123	22785	4	3	0.87
直观	60123	22785	4	3	0.87
蔡英	60123	22785	4	3	0.87
西方人	60123	22785	4	3	0.87
烟火	60123	22785	4	3	0.87
水波	60123	22785	4	3	0.87
之所以	60123	22785	4	3	0.87
过渡	60123	22785	4	3	0.87
叫做	60123	22785	4	3	0.87
雪莱	60123	22785	4	3	0.87
规模化	60123	22785	4	3	0.87
下面	60123	22785	4	3	0.87
热力学	60123	22785	4	3	0.87
来说	60123	22785	4	3	0.87
方程组	60123	22785	4	3	0.87
微观	60123	22785	4	3	0.87
实况	60123	22785	4	3	0.87
云识天	60123	22785	4	3	0.87
旺盛	60123	22785	4	3	0.87
辐射	60123	22785	4	3	0.87
可见	60123	22785	4	3	0.87
据悉	60123	22785	4	3	0.87
维修	60123	22785	4	3	0.87
信任	60123	22785	4	3	0.87
角色	60123	22785	4	3	0.87
用途	60123	22785	4	3	0.87
发送	60123	22785	4	3	0.87
