token	corpus size	all contexts size	frequency	co-frequency	specificity
如今	60247	22586	12	10	2.85
太阳	60247	22586	12	10	2.85
财务	60247	22586	12	10	2.85
一样	60247	22586	31	20	2.84
智能	60247	22586	29	19	2.84
以及	60247	22586	70	38	2.78
它	60247	22586	121	60	2.73
对于	60247	22586	42	25	2.72
呢	60247	22586	16	12	2.67
免费	60247	22586	16	12	2.67
产业	60247	22586	16	12	2.67
消散	60247	22586	9	8	2.66
位于	60247	22586	9	8	2.66
垂直	60247	22586	9	8	2.66
效益	60247	22586	9	8	2.66
设施	60247	22586	34	21	2.63
采用	60247	22586	18	13	2.63
会	60247	22586	156	74	2.59
诗词	60247	22586	24	16	2.58
仰望	60247	22586	6	6	2.56
清楚	60247	22586	6	6	2.56
卷层云	60247	22586	6	6	2.56
高积云	60247	22586	6	6	2.56
积雨云	60247	22586	6	6	2.56
字体	60247	22586	6	6	2.56
供应商	60247	22586	6	6	2.56
季度	60247	22586	6	6	2.56
解决	60247	22586	43	25	2.54
影响	60247	22586	52	29	2.50
类型	60247	22586	11	9	2.50
场景云	60247	22586	11	9	2.50
中文社	60247	22586	11	9	2.50
成本	60247	22586	70	37	2.50
需求	60247	22586	84	43	2.47
永远	60247	22586	13	10	2.42
数据库	60247	22586	13	10	2.42
软件	60247	22586	31	19	2.40
我	60247	22586	265	117	2.38
反映	60247	22586	15	11	2.37
大气	60247	22586	25	16	2.34
处理	60247	22586	25	16	2.34
也	60247	22586	336	145	2.34
基本	60247	22586	17	12	2.34
米	60247	22586	17	12	2.34
人工	60247	22586	17	12	2.34
指	60247	22586	23	15	2.33
团	60247	22586	8	7	2.28
即便	60247	22586	8	7	2.28
蓝天	60247	22586	8	7	2.28
预示	60247	22586	8	7	2.28
霍华德	60247	22586	8	7	2.28
下	60247	22586	168	77	2.27
它们	60247	22586	47	26	2.27
边缘	60247	22586	10	8	2.16
处于	60247	22586	10	8	2.16
详细	60247	22586	10	8	2.16
提到	60247	22586	10	8	2.16
打造	60247	22586	10	8	2.16
其它	60247	22586	10	8	2.16
支持	60247	22586	71	36	2.14
祝愿	60247	22586	5	5	2.13
雾气	60247	22586	5	5	2.13
晴天	60247	22586	5	5	2.13
较为	60247	22586	5	5	2.13
层状云	60247	22586	5	5	2.13
状	60247	22586	5	5	2.13
鱼鳞	60247	22586	5	5	2.13
外观	60247	22586	5	5	2.13
飞天	60247	22586	5	5	2.13
气流	60247	22586	5	5	2.13
文	60247	22586	5	5	2.13
密布	60247	22586	5	5	2.13
句子	60247	22586	5	5	2.13
云物理学	60247	22586	5	5	2.13
云底	60247	22586	5	5	2.13
功能性	60247	22586	5	5	2.13
便利	60247	22586	5	5	2.13
文人	60247	22586	5	5	2.13
哲学	60247	22586	5	5	2.13
志向	60247	22586	5	5	2.13
巫山	60247	22586	5	5	2.13
参透短	60247	22586	5	5	2.13
长理	60247	22586	5	5	2.13
这些	60247	22586	83	41	2.12
现象	60247	22586	24	15	2.11
相同	60247	22586	12	9	2.10
通常	60247	22586	12	9	2.10
描写	60247	22586	12	9	2.10
几	60247	22586	37	21	2.10
雨	60247	22586	69	35	2.10
怎	60247	22586	22	14	2.09
设备	60247	22586	22	14	2.09
版	60247	22586	14	10	2.08
苍山	60247	22586	14	10	2.08
看云	60247	22586	14	10	2.08
上升	60247	22586	18	12	2.07
医疗	60247	22586	18	12	2.07
架构	60247	22586	16	11	2.07
不	60247	22586	691	279	2.04
系统	60247	22586	42	23	2.03
从	60247	22586	198	87	1.99
关注	60247	22586	40	22	1.99
满足	60247	22586	29	17	1.98
开发	60247	22586	29	17	1.98
就	60247	22586	211	92	1.98
客户	60247	22586	47	25	1.97
选择	60247	22586	27	16	1.95
最	60247	22586	90	43	1.94
处	60247	22586	25	15	1.92
向往	60247	22586	7	6	1.92
呈	60247	22586	7	6	1.92
常常	60247	22586	7	6	1.92
降雨	60247	22586	7	6	1.92
纷纷	60247	22586	7	6	1.92
涌	60247	22586	7	6	1.92
自然界	60247	22586	7	6	1.92
公有云	60247	22586	7	6	1.92
新华网	60247	22586	7	6	1.92
医保	60247	22586	7	6	1.92
说	60247	22586	113	52	1.87
但	60247	22586	118	54	1.87
方式	60247	22586	74	36	1.86
喜欢	60247	22586	21	13	1.86
按	60247	22586	21	13	1.86
成为	60247	22586	55	28	1.86
社区	60247	22586	19	12	1.84
快速	60247	22586	19	12	1.84
特性	60247	22586	9	7	1.83
人们	60247	22586	72	35	1.83
让	60247	22586	89	42	1.83
所有	60247	22586	39	21	1.83
部署	60247	22586	39	21	1.83
比如	60247	22586	17	11	1.82
存在	60247	22586	30	17	1.82
相	60247	22586	30	17	1.82
那	60247	22586	99	46	1.82
些	60247	22586	15	10	1.80
远	60247	22586	11	8	1.80
分为	60247	22586	11	8	1.80
灵活性	60247	22586	11	8	1.80
人工智能	60247	22586	11	8	1.80
块	60247	22586	13	9	1.80
总是	60247	22586	13	9	1.80
背后	60247	22586	13	9	1.80
以下	60247	22586	13	9	1.80
低	60247	22586	37	20	1.79
方法	60247	22586	28	16	1.78
作者	60247	22586	28	16	1.78
用	60247	22586	90	42	1.76
运营	60247	22586	26	15	1.75
结合	60247	22586	24	14	1.71
凝望	60247	22586	4	4	1.70
维度	60247	22586	4	4	1.70
棉花糖	60247	22586	4	4	1.70
吝啬	60247	22586	4	4	1.70
每次	60247	22586	4	4	1.70
久违	60247	22586	4	4	1.70
见面	60247	22586	4	4	1.70
绵	60247	22586	4	4	1.70
入门	60247	22586	4	4	1.70
流层	60247	22586	4	4	1.70
云体	60247	22586	4	4	1.70
亚种	60247	22586	4	4	1.70
名利	60247	22586	4	4	1.70
云族	60247	22586	4	4	1.70
可是	60247	22586	4	4	1.70
性情	60247	22586	4	4	1.70
色	60247	22586	4	4	1.70
上方	60247	22586	4	4	1.70
见证	60247	22586	4	4	1.70
酝酿	60247	22586	4	4	1.70
扩散	60247	22586	4	4	1.70
909划线	60247	22586	4	4	1.70
集体	60247	22586	4	4	1.70
顶部	60247	22586	4	4	1.70
预报员	60247	22586	4	4	1.70
积状云	60247	22586	4	4	1.70
测天	60247	22586	4	4	1.70
激光	60247	22586	4	4	1.70
专有云	60247	22586	4	4	1.70
锁定	60247	22586	4	4	1.70
输送	60247	22586	4	4	1.70
竞争	60247	22586	4	4	1.70
天翼云游戏	60247	22586	4	4	1.70
从天而降	60247	22586	4	4	1.70
指代	60247	22586	4	4	1.70
云气	60247	22586	4	4	1.70
兮	60247	22586	4	4	1.70
隐士	60247	22586	4	4	1.70
产品	60247	22586	52	26	1.69
能	60247	22586	162	70	1.68
算力	60247	22586	31	17	1.68
需	60247	22586	43	22	1.64
自然	60247	22586	36	19	1.63
很	60247	22586	65	31	1.62
时	60247	22586	156	67	1.62
有关	60247	22586	18	11	1.61
值	60247	22586	18	11	1.61
一定	60247	22586	27	15	1.60
过程	60247	22586	53	26	1.60
朋友	60247	22586	16	10	1.58
工具	60247	22586	16	10	1.58
颜色	60247	22586	16	10	1.58
之一	60247	22586	16	10	1.58
观察	60247	22586	16	10	1.58
定	60247	22586	16	10	1.58
体验	60247	22586	46	23	1.58
社会	60247	22586	51	25	1.56
都	60247	22586	207	86	1.56
似乎	60247	22586	25	14	1.56
手机	60247	22586	39	20	1.56
9月	60247	22586	6	5	1.56
群	60247	22586	6	5	1.56
绽放	60247	22586	6	5	1.56
吸	60247	22586	6	5	1.56
相通	60247	22586	6	5	1.56
雷声	60247	22586	6	5	1.56
蓝	60247	22586	6	5	1.56
怕	60247	22586	6	5	1.56
白色	60247	22586	6	5	1.56
有什	60247	22586	6	5	1.56
毕竟	60247	22586	6	5	1.56
规律	60247	22586	6	5	1.56
对流	60247	22586	6	5	1.56
虚拟化	60247	22586	6	5	1.56
相比之下	60247	22586	6	5	1.56
正文	60247	22586	6	5	1.56
顺网	60247	22586	6	5	1.56
事项	60247	22586	6	5	1.56
象征	60247	22586	14	9	1.55
第三	60247	22586	14	9	1.55
策略	60247	22586	14	9	1.55
平台	60247	22586	66	31	1.54
棉花	60247	22586	12	8	1.53
喜爱	60247	22586	12	8	1.53
飘	60247	22586	12	8	1.53
生	60247	22586	12	8	1.53
云监工	60247	22586	12	8	1.53
收入	60247	22586	12	8	1.53
层	60247	22586	23	13	1.52
或是	60247	22586	8	6	1.52
期待	60247	22586	8	6	1.52
经常	60247	22586	8	6	1.52
事物	60247	22586	8	6	1.52
冷却	60247	22586	8	6	1.52
大概	60247	22586	8	6	1.52
神秘	60247	22586	8	6	1.52
对象	60247	22586	8	6	1.52
蘑菇云	60247	22586	8	6	1.52
里云	60247	22586	8	6	1.52
同比	60247	22586	8	6	1.52
自动	60247	22586	10	7	1.52
现代	60247	22586	10	7	1.52
干扰	60247	22586	10	7	1.52
当然	60247	22586	10	7	1.52
常见	60247	22586	10	7	1.52
宏观	60247	22586	10	7	1.52
可靠	60247	22586	10	7	1.52
开发者	60247	22586	10	7	1.52
你	60247	22586	79	36	1.51
资源	60247	22586	69	32	1.51
上	60247	22586	319	127	1.50
发展	60247	22586	157	66	1.49
传统	60247	22586	35	18	1.48
一起	60247	22586	21	12	1.48
改变	60247	22586	21	12	1.48
表达	60247	22586	21	12	1.48
来	60247	22586	484	185	1.45
能力	60247	22586	50	24	1.45
即	60247	22586	33	17	1.44
简单	60247	22586	19	11	1.44
比较	60247	22586	19	11	1.44
气象局	60247	22586	19	11	1.44
计算机	60247	22586	19	11	1.44
中心	60247	22586	58	27	1.41
样	60247	22586	17	10	1.40
持续	60247	22586	31	16	1.40
如	60247	22586	115	49	1.40
未	60247	22586	66	30	1.39
地方	60247	22586	24	13	1.39
关键	60247	22586	24	13	1.39
领域	60247	22586	24	13	1.39
帮助	60247	22586	24	13	1.39
增长	60247	22586	36	18	1.38
只	60247	22586	74	33	1.37
其	60247	22586	95	41	1.36
含	60247	22586	15	9	1.36
有着	60247	22586	15	9	1.36
大地	60247	22586	15	9	1.36
送	60247	22586	15	9	1.36
否	60247	22586	29	15	1.36
里	60247	22586	138	57	1.35
优势	60247	22586	22	12	1.34
大学	60247	22586	13	8	1.32
空中	60247	22586	13	8	1.32
只是	60247	22586	13	8	1.32
特点	60247	22586	13	8	1.32
天翼云	60247	22586	13	8	1.32
此外	60247	22586	27	14	1.32
连	60247	22586	47	22	1.30
提高	60247	22586	32	16	1.30
整个	60247	22586	20	11	1.30
同样	60247	22586	20	11	1.30
到	60247	22586	261	98	1.29
安全	60247	22586	68	30	1.28
心中	60247	22586	11	7	1.28
于是	60247	22586	11	7	1.28
看见	60247	22586	11	7	1.28
许	60247	22586	11	7	1.28
随	60247	22586	11	7	1.28
体现	60247	22586	11	7	1.28
达到	60247	22586	11	7	1.28
沈从文	60247	22586	11	7	1.28
结果	60247	22586	11	7	1.28
矛盾	60247	22586	11	7	1.28
长空	60247	22586	3	3	1.28
托举	60247	22586	3	3	1.28
痴痴地	60247	22586	3	3	1.28
忘	60247	22586	3	3	1.28
优雅	60247	22586	3	3	1.28
眺望	60247	22586	3	3	1.28
语	60247	22586	3	3	1.28
小伙伴	60247	22586	3	3	1.28
调皮	60247	22586	3	3	1.28
恋人	60247	22586	3	3	1.28
遇	60247	22586	3	3	1.28
盛夏	60247	22586	3	3	1.28
泛	60247	22586	3	3	1.28
自在	60247	22586	3	3	1.28
孤独	60247	22586	3	3	1.28
思念	60247	22586	3	3	1.28
万里无云	60247	22586	3	3	1.28
使者	60247	22586	3	3	1.28
阴天	60247	22586	3	3	1.28
轰鸣	60247	22586	3	3	1.28
升腾	60247	22586	3	3	1.28
搞	60247	22586	3	3	1.28
堆	60247	22586	3	3	1.28
宽	60247	22586	3	3	1.28
高层云	60247	22586	3	3	1.28
毯子	60247	22586	3	3	1.28
厚	60247	22586	3	3	1.28
变化多端	60247	22586	3	3	1.28
层积云	60247	22586	3	3	1.28
种类	60247	22586	3	3	1.28
阵晨	60247	22586	3	3	1.28
飘动	60247	22586	3	3	1.28
奇特	60247	22586	3	3	1.28
模样	60247	22586	3	3	1.28
傍晚	60247	22586	3	3	1.28
悬	60247	22586	3	3	1.28
打算	60247	22586	3	3	1.28
神话	60247	22586	3	3	1.28
浓积云	60247	22586	3	3	1.28
头顶	60247	22586	3	3	1.28
对云	60247	22586	3	3	1.28
一朵云	60247	22586	3	3	1.28
谚语	60247	22586	3	3	1.28
淋	60247	22586	3	3	1.28
讲座	60247	22586	3	3	1.28
积	60247	22586	3	3	1.28
契合	60247	22586	3	3	1.28
时长	60247	22586	3	3	1.28
小节	60247	22586	3	3	1.28
康斯太勃尔	60247	22586	3	3	1.28
根据云	60247	22586	3	3	1.28
山云	60247	22586	3	3	1.28
草莽	60247	22586	3	3	1.28
旱云	60247	22586	3	3	1.28
研究云	60247	22586	3	3	1.28
事儿	60247	22586	3	3	1.28
熊	60247	22586	3	3	1.28
博物馆	60247	22586	3	3	1.28
划线	60247	22586	3	3	1.28
动力学	60247	22586	3	3	1.28
雷暴	60247	22586	3	3	1.28
云雨	60247	22586	3	3	1.28
厚度	60247	22586	3	3	1.28
μm	60247	22586	3	3	1.28
相变	60247	22586	3	3	1.28
中小尺度	60247	22586	3	3	1.28
气旋	60247	22586	3	3	1.28
制约	60247	22586	3	3	1.28
初始	60247	22586	3	3	1.28
转向	60247	22586	3	3	1.28
播撒	60247	22586	3	3	1.28
面积	60247	22586	3	3	1.28
普通人	60247	22586	3	3	1.28
遇到	60247	22586	3	3	1.28
2014年	60247	22586	3	3	1.28
距	60247	22586	3	3	1.28
识天	60247	22586	3	3	1.28
目测	60247	22586	3	3	1.28
障碍	60247	22586	3	3	1.28
高积	60247	22586	3	3	1.28
雏形	60247	22586	3	3	1.28
领先	60247	22586	3	3	1.28
定义	60247	22586	3	3	1.28
可靠性	60247	22586	3	3	1.28
多云	60247	22586	3	3	1.28
适应	60247	22586	3	3	1.28
案例	60247	22586	3	3	1.28
用例	60247	22586	3	3	1.28
塑造	60247	22586	3	3	1.28
便利性	60247	22586	3	3	1.28
示例	60247	22586	3	3	1.28
看病	60247	22586	3	3	1.28
渗透	60247	22586	3	3	1.28
盒子	60247	22586	3	3	1.28
就地	60247	22586	3	3	1.28
七大	60247	22586	3	3	1.28
可信	60247	22586	3	3	1.28
云网	60247	22586	3	3	1.28
几何	60247	22586	3	3	1.28
看头	60247	22586	3	3	1.28
足不出户	60247	22586	3	3	1.28
交互	60247	22586	3	3	1.28
职能	60247	22586	3	3	1.28
付	60247	22586	3	3	1.28
经济效益	60247	22586	3	3	1.28
山川	60247	22586	3	3	1.28
浮	60247	22586	3	3	1.28
游子	60247	22586	3	3	1.28
语境	60247	22586	3	3	1.28
彩云	60247	22586	3	3	1.28
鬓发	60247	22586	3	3	1.28
金步摇	60247	22586	3	3	1.28
接	60247	22586	25	13	1.27
地面	60247	22586	25	13	1.27
时候	60247	22586	30	15	1.26
泰国	60247	22586	30	15	1.26
大	60247	22586	200	77	1.26
各地	60247	22586	18	10	1.25
英国	60247	22586	9	6	1.24
传输	60247	22586	9	6	1.24
运动	60247	22586	9	6	1.24
演变	60247	22586	9	6	1.24
众多	60247	22586	9	6	1.24
其他	60247	22586	23	12	1.23
作为	60247	22586	38	18	1.22
带	60247	22586	83	35	1.22
因为	60247	22586	33	16	1.22
研究	60247	22586	33	16	1.22
躺	60247	22586	7	5	1.22
承载	60247	22586	7	5	1.22
蓬松	60247	22586	7	5	1.22
抬	60247	22586	7	5	1.22
形容	60247	22586	7	5	1.22
尝试	60247	22586	7	5	1.22
冰雹	60247	22586	7	5	1.22
因子	60247	22586	7	5	1.22
概念	60247	22586	7	5	1.22
云识	60247	22586	7	5	1.22
观测员	60247	22586	7	5	1.22
负责	60247	22586	7	5	1.22
生成	60247	22586	7	5	1.22
利用	60247	22586	7	5	1.22
核弹	60247	22586	7	5	1.22
可用性	60247	22586	7	5	1.22
实施	60247	22586	7	5	1.22
职业	60247	22586	7	5	1.22
视	60247	22586	7	5	1.22
倒影	60247	22586	5	4	1.21
糖	60247	22586	5	4	1.21
眼里	60247	22586	5	4	1.21
薄	60247	22586	5	4	1.21
罕见	60247	22586	5	4	1.21
爱好者	60247	22586	5	4	1.21
飞机	60247	22586	5	4	1.21
用于	60247	22586	5	4	1.21
味道	60247	22586	5	4	1.21
见解	60247	22586	5	4	1.21
在线	60247	22586	5	4	1.21
转化	60247	22586	5	4	1.21
卫星	60247	22586	5	4	1.21
云图	60247	22586	5	4	1.21
小型	60247	22586	5	4	1.21
框架	60247	22586	5	4	1.21
伸缩性	60247	22586	5	4	1.21
检查	60247	22586	5	4	1.21
终端	60247	22586	5	4	1.21
价值	60247	22586	5	4	1.21
打通	60247	22586	5	4	1.21
资费	60247	22586	5	4	1.21
动能	60247	22586	5	4	1.21
论证	60247	22586	5	4	1.21
古文	60247	22586	5	4	1.21
李白	60247	22586	5	4	1.21
山水	60247	22586	5	4	1.21
芙蓉	60247	22586	5	4	1.21
外	60247	22586	16	9	1.20
有些	60247	22586	16	9	1.20
趋势	60247	22586	16	9	1.20
给	60247	22586	89	37	1.20
网络	60247	22586	106	43	1.20
世界	60247	22586	108	43	1.16
之间	60247	22586	39	18	1.16
小	60247	22586	74	31	1.16
加快	60247	22586	14	8	1.16
想	60247	22586	47	21	1.15
开始	60247	22586	34	16	1.15
由	60247	22586	42	19	1.14
旅游	60247	22586	42	19	1.14
点	60247	22586	29	14	1.14
各	60247	22586	29	14	1.14
则	60247	22586	61	26	1.13
地	60247	22586	124	47	1.13
似	60247	22586	19	10	1.13
整体	60247	22586	19	10	1.13
维护	60247	22586	19	10	1.13
句	60247	22586	24	12	1.13
时间	60247	22586	56	24	1.12
判断	60247	22586	12	7	1.10
进步	60247	22586	12	7	1.10
大模型	60247	22586	12	7	1.10
流程	60247	22586	12	7	1.10
运行	60247	22586	12	7	1.10
全球	60247	22586	51	22	1.10
仿佛	60247	22586	27	13	1.09
例如	60247	22586	27	13	1.09
根据	60247	22586	22	11	1.08
产生	60247	22586	22	11	1.08
现在	60247	22586	17	9	1.08
花	60247	22586	17	9	1.08
从而	60247	22586	17	9	1.08
空间	60247	22586	17	9	1.08
共享	60247	22586	17	9	1.08
仅	60247	22586	60	25	1.08
好	60247	22586	94	35	1.07
每	60247	22586	38	17	1.07
活动	60247	22586	30	14	1.07
招聘	60247	22586	61	25	1.05
乡	60247	22586	10	6	1.05
藏	60247	22586	10	6	1.05
先	60247	22586	10	6	1.05
长期	60247	22586	10	6	1.05
控制	60247	22586	10	6	1.05
实时	60247	22586	10	6	1.05
多种	60247	22586	10	6	1.05
充分	60247	22586	10	6	1.05
落地	60247	22586	10	6	1.05
改善	60247	22586	10	6	1.05
新年	60247	22586	10	6	1.05
市场	60247	22586	68	27	1.04
稳定	60247	22586	20	10	1.03
计划	60247	22586	20	10	1.03
那些	60247	22586	15	8	1.03
广泛	60247	22586	15	8	1.03
投入	60247	22586	15	8	1.03
工作	60247	22586	69	27	1.03
三	60247	22586	73	27	1.02
行业	60247	22586	54	22	1.01
科普	60247	22586	23	11	1.00
虽	60247	22586	23	11	1.00
功能	60247	22586	23	11	1.00
风	60247	22586	34	15	1.00
距离	60247	22586	8	5	0.99
跟	60247	22586	8	5	0.99
地上	60247	22586	8	5	0.99
识别	60247	22586	8	5	0.99
原理	60247	22586	8	5	0.99
今天	60247	22586	8	5	0.99
出于	60247	22586	8	5	0.99
组合	60247	22586	8	5	0.99
借助	60247	22586	8	5	0.99
中心的	60247	22586	8	5	0.99
日常	60247	22586	8	5	0.99
培训	60247	22586	8	5	0.99
算	60247	22586	8	5	0.99
态度	60247	22586	8	5	0.99
评估	60247	22586	8	5	0.99
成	60247	22586	62	24	0.99
无	60247	22586	52	21	0.99
发布	60247	22586	40	17	0.99
水	60247	22586	40	17	0.99
业务	60247	22586	43	18	0.99
玩	60247	22586	26	12	0.98
直接	60247	22586	18	9	0.98
规模	60247	22586	18	9	0.98
游客	60247	22586	18	9	0.98
天	60247	22586	53	21	0.97
爱情	60247	22586	13	7	0.97
单纯	60247	22586	13	7	0.97
流动	60247	22586	13	7	0.97
配置	60247	22586	13	7	0.97
机构	60247	22586	13	7	0.97
公开	60247	22586	13	7	0.97
项	60247	22586	13	7	0.97
卧佛寺	60247	22586	13	7	0.97
教育	60247	22586	29	13	0.97
还是	60247	22586	44	18	0.96
环境	60247	22586	41	17	0.96
此	60247	22586	51	20	0.96
价	60247	22586	48	19	0.95
重要	60247	22586	53	20	0.95
得到	60247	22586	24	11	0.94
有人	60247	22586	6	4	0.94
07月	60247	22586	6	4	0.94
上去	60247	22586	6	4	0.94
分别	60247	22586	6	4	0.94
热烈	60247	22586	6	4	0.94
雨滴	60247	22586	6	4	0.94
聚集	60247	22586	6	4	0.94
心情	60247	22586	6	4	0.94
最初	60247	22586	6	4	0.94
缓慢	60247	22586	6	4	0.94
之外	60247	22586	6	4	0.94
预报	60247	22586	6	4	0.94
套	60247	22586	6	4	0.94
气体	60247	22586	6	4	0.94
地形	60247	22586	6	4	0.94
用量	60247	22586	6	4	0.94
不断	60247	22586	6	4	0.94
调度	60247	22586	6	4	0.94
混合云	60247	22586	6	4	0.94
大型	60247	22586	6	4	0.94
邮件	60247	22586	6	4	0.94
改进	60247	22586	6	4	0.94
征求	60247	22586	6	4	0.94
密码	60247	22586	6	4	0.94
转型	60247	22586	6	4	0.94
控	60247	22586	6	4	0.94
一方面	60247	22586	6	4	0.94
云吸猫	60247	22586	6	4	0.94
爽	60247	22586	6	4	0.94
峰值	60247	22586	6	4	0.94
现实	60247	22586	16	8	0.93
或者	60247	22586	16	8	0.93
文学	60247	22586	16	8	0.93
移动	60247	22586	16	8	0.93
云雾	60247	22586	16	8	0.93
获得	60247	22586	16	8	0.93
电视	60247	22586	16	8	0.93
尽管	60247	22586	16	8	0.93
降低	60247	22586	30	13	0.93
线	60247	22586	48	18	0.93
看到	60247	22586	43	17	0.92
已	60247	22586	46	17	0.92
内容	60247	22586	46	17	0.92
画	60247	22586	11	6	0.91
十分	60247	22586	11	6	0.91
位	60247	22586	11	6	0.91
拥有	60247	22586	11	6	0.91
通信	60247	22586	11	6	0.91
丰富	60247	22586	19	9	0.91
虽然	60247	22586	19	9	0.91
公共	60247	22586	19	9	0.91
协作	60247	22586	19	9	0.91
由于	60247	22586	34	14	0.90
谁	60247	22586	22	10	0.90
程度	60247	22586	22	10	0.90
变	60247	22586	28	12	0.89
目前	60247	22586	25	11	0.89
创新	60247	22586	41	15	0.89
小时候	60247	22586	4	3	0.88
感情	60247	22586	4	3	0.88
悬浮	60247	22586	4	3	0.88
别处	60247	22586	4	3	0.88
互	60247	22586	4	3	0.88
刚才	60247	22586	4	3	0.88
成团	60247	22586	4	3	0.88
安心	60247	22586	4	3	0.88
彼岸	60247	22586	4	3	0.88
四方	60247	22586	4	3	0.88
缩	60247	22586	4	3	0.88
冬天	60247	22586	4	3	0.88
加	60247	22586	4	3	0.88
戴	60247	22586	4	3	0.88
后人	60247	22586	4	3	0.88
景象	60247	22586	4	3	0.88
划	60247	22586	4	3	0.88
观众	60247	22586	4	3	0.88
增值	60247	22586	4	3	0.88
里面	60247	22586	4	3	0.88
感叹	60247	22586	4	3	0.88
一面	60247	22586	4	3	0.88
直观	60247	22586	4	3	0.88
蔡英	60247	22586	4	3	0.88
西方人	60247	22586	4	3	0.88
烟火	60247	22586	4	3	0.88
水波	60247	22586	4	3	0.88
之所以	60247	22586	4	3	0.88
过渡	60247	22586	4	3	0.88
叫做	60247	22586	4	3	0.88
雪莱	60247	22586	4	3	0.88
规模化	60247	22586	4	3	0.88
下面	60247	22586	4	3	0.88
热力学	60247	22586	4	3	0.88
来说	60247	22586	4	3	0.88
方程组	60247	22586	4	3	0.88
微观	60247	22586	4	3	0.88
实况	60247	22586	4	3	0.88
云识天	60247	22586	4	3	0.88
旺盛	60247	22586	4	3	0.88
辐射	60247	22586	4	3	0.88
可见	60247	22586	4	3	0.88
据悉	60247	22586	4	3	0.88
维修	60247	22586	4	3	0.88
信任	60247	22586	4	3	0.88
角色	60247	22586	4	3	0.88
用途	60247	22586	4	3	0.88
发送	60247	22586	4	3	0.88
现有	60247	22586	4	3	0.88
级别	60247	22586	4	3	0.88
访问性	60247	22586	4	3	0.88
